"","id","place","weight_lbs","grower_name","city","state_prov","country","gpc_site","seed_mother","pollinator_father","ott","est_weight","pct_chart","variety","weight_Kg","weight_class"
"281","2941-P",78,1501.7963248821,"SSZHD","New York","Florida","France","National Pumpkin Festival","1443 S","1242 U",411,1411,10,"Porcelain Doll",681.086768654012,"heavy"
"282","2565-P",33,1498.05965910479,"DVJMJ","New York","New York","USA","National Pumpkin Festival","1873 C","1486 S",414,1502,4,"Hooligan",679.392135648433,"heavy"
"283","2404-P",97,1484.70990903582,"POPNK","Chicago","New York","France","National Pumpkin Festival","1952 K","1825 K",427,1562,-2,"Hooligan",673.337827227131,"heavy"
"284","2197-P",40,1470.49723267928,"DPFXM","New York","Florida","France","Regional Pumpkin Festival","1848 U","1064 T",409,1447,5,"Lady Godiva",666.892169015545,"heavy"
"285","2981-P",74,1446.378210086,"WSTKD","Houston","California","UK","National Pumpkin Festival","1097 D","1589 R",422,1582,-11,"White Pumpkin",655.953836773698,"heavy"
"286","2830-P",87,1441.724402925,"XEXRX","New York","California","USA","Regional Pumpkin Festival","1200 U","1534 R",397,1337,10,"Hooligan",653.843266632653,"heavy"
"287","2785-P",4,1436.16696661822,"ZZJOZ","New York","Texas","France","Regional Pumpkin Festival","1200 R","1161 U",414,1514,-7,"White Pumpkin",651.322887355204,"heavy"
"288","2990-P",25,1415.25955463946,"JQVOL","Houston","California","France","Regional Pumpkin Festival","1622 A","1105 Y",394,1285,8,"Lady Godiva",641.8410678637,"heavy"
"289","2930-P",71,1398.14592745248,"ZVBQC","New York","California","France","Regional Pumpkin Festival","1305 I","1413 K",403,1368,2,"Hooligan",634.079785692736,"heavy"
"290","2482-P",92,1385.05667700991,"ZXLAY","Nottingham","Texas","USA","National Pumpkin Festival","1104 V","1145 V",375,1125,19,"White Pumpkin",628.143617691569,"heavy"
"291","2771-P",62,1375.48334093858,"ORWPL","Los Angeles","California","UK","Local Pumpkin Festival","1316 E","1179 T",409,1448,-9,"Lady Godiva",623.801968679626,"heavy"
"292","2641-P",26,1366.34905782528,"TBKCH","Los Angeles","Texas","France","Local Pumpkin Festival","1149 S","1155 J",401,1329,5,"Lady Godiva",619.659436655457,"heavy"
"293","2268-P",82,1352.12605964113,"PTKLM","Paris","California","France","Local Pumpkin Festival","1075 C","1183 F",393,1279,5,"White Pumpkin",613.209097342916,"heavy"
"294","2558-P",78,1346.41692036111,"RYAJU","Los Angeles","Florida","USA","National Pumpkin Festival","1126 X","1588 D",380,1161,17,"Porcelain Doll",610.619918531115,"heavy"
"295","2023-P",26,1347.83594302926,"VJYID","New York","New York","France","Regional Pumpkin Festival","1583 F","1763 K",385,1221,16,"Hooligan",611.263466226423,"heavy"
"296","2537-P",84,1338.15798663534,"AWRDK","Houston","Texas","France","Local Pumpkin Festival","1345 L","1655 Y",391,1250,5,"Porcelain Doll",606.874370356164,"heavy"
"297","2464-P",26,1340.63904239051,"WELCM","New York","Florida","UK","Regional Pumpkin Festival","1940 B","1039 H",401,1392,-4,"Porcelain Doll",607.999565709982,"heavy"
"298","2857-P",34,1324.03638414014,"FMWHK","Houston","California","France","National Pumpkin Festival","1895 R","1591 L",385,1263,7,"Lady Godiva",600.470015483057,"heavy"
"299","2782-P",45,1312.5220372919,"RCSIJ","New York","California","USA","National Pumpkin Festival","1588 Q","1472 A",398,1359,-4,"Lady Godiva",595.248089474784,"heavy"
"300","2414-P",62,1268.03033959214,"AHYYQ","Los Angeles","California","France","Local Pumpkin Festival","1986 A","1073 F",396,1336,-6,"White Pumpkin",575.07044879462,"heavy"
"301","2591-P",88,1264.97433955073,"YRNII","New York","New York","USA","National Pumpkin Festival","1113 R","1223 Y",383,1210,0,"Lady Godiva",573.684507732759,"heavy"
"302","2739-P",29,1246.28964715265,"PYWAR","Houston","Texas","France","Local Pumpkin Festival","1256 C","1545 P",5,2,-1,"White Pumpkin",565.210724332266,"heavy"
"303","2792-P",13,1251.90265920945,"HUQOV","Nottingham","California","France","National Pumpkin Festival","1238 O","1110 G",398,1379,-10,"White Pumpkin",567.756308031494,"heavy"
"304","2830-P",7,1209.05632470921,"SFHHU","New York","Florida","UK","Regional Pumpkin Festival","1126 B","1805 P",5,0,5,"Porcelain Doll",548.324863813699,"heavy"
"305","2954-P",58,1200.93788332958,"FMEFM","Paris","Florida","USA","National Pumpkin Festival","1615 L","1513 L",392,1280,-5,"Hooligan",544.643030988471,"heavy"
"306","2686-P",21,1198.64813363738,"JULBZ","Los Angeles","Florida","USA","National Pumpkin Festival","1922 L","1129 Q",372,1098,4,"Porcelain Doll",543.604595753915,"heavy"
"307","2127-P",88,1191.54826757591,"DTYZX","Chicago","Texas","USA","Regional Pumpkin Festival","1301 G","1115 A",382,1206,4,"Hooligan",540.384701848486,"heavy"
"308","2466-P",59,1190.82589462586,"WUJRS","Nottingham","New York","France","Regional Pumpkin Festival","1204 W","1768 A",380,1211,3,"Hooligan",540.057095068416,"heavy"
"309","2444-P",76,1177.18501423392,"DPCSD","New York","California","UK","Local Pumpkin Festival","1170 G","1807 F",375,1117,8,"Porcelain Doll",533.870754754614,"heavy"
"310","2958-P",82,1176.90734073538,"XBBFA","Chicago","New York","France","National Pumpkin Festival","1447 V","1772 W",395,1352,-12,"Lady Godiva",533.744825730333,"heavy"
"311","2062-P",59,1157.01012511458,"BDSRX","Paris","Texas","France","National Pumpkin Festival","1642 M","1524 Y",397,1290,-7,"White Pumpkin",524.721145176681,"heavy"
"312","2126-P",58,1170.95943843201,"RBLZK","Houston","California","UK","Local Pumpkin Festival","1969 T","1876 N",365,1089,12,"White Pumpkin",531.047364368258,"heavy"
"313","2124-P",63,1149.37301050071,"AVFJX","Houston","Florida","UK","Regional Pumpkin Festival","1414 W","1181 B",392,1258,-12,"White Pumpkin",521.257601134107,"heavy"
"314","2660-P",82,1150.88871043716,"SNEAU","Los Angeles","Florida","USA","Regional Pumpkin Festival","1356 P","1658 O",378,1171,-2,"Porcelain Doll",521.944993395536,"heavy"
"315","2851-P",75,1125.26620456297,"HGOON","Houston","California","USA","Regional Pumpkin Festival","1171 Y","1717 W",373,1165,2,"Porcelain Doll",510.32480932561,"heavy"
"316","2471-P",92,1119.96249382757,"UIASM","New York","New York","France","Regional Pumpkin Festival","1779 N","1422 Q",355,979,13,"White Pumpkin",507.919498334497,"heavy"
"317","2056-P",92,1101.88441001754,"PJPLX","Nottingham","Texas","France","National Pumpkin Festival","1450 X","1746 B",373,1167,-6,"Hooligan",499.720820869634,"medium"
"318","2445-P",23,1094.07355166879,"BQBMC","Paris","Texas","France","Regional Pumpkin Festival","1480 B","1451 R",-5,4,0,"Porcelain Doll",496.178481482442,"medium"
"319","2528-P",96,1078.51646551304,"KTLBH","New York","New York","USA","Regional Pumpkin Festival","1281 S","1303 Q",385,1216,-13,"Hooligan",489.123113611354,"medium"
"320","2740-P",20,1082.58946317993,"YGRRX","Nottingham","New York","UK","Local Pumpkin Festival","1965 J","1084 H",369,1106,-6,"White Pumpkin",490.970278086136,"medium"
"321","2725-P",13,1075.39170029666,"FGHGS","Nottingham","New York","USA","Regional Pumpkin Festival","1578 M","1928 K",359,1033,8,"White Pumpkin",487.705986529099,"medium"
"322","2094-P",44,1070.82178154681,"YOOGD","New York","Florida","USA","Local Pumpkin Festival","1738 T","1129 U",366,1087,1,"Porcelain Doll",485.633461018961,"medium"
"323","2491-P",10,1064.09025806021,"FUACW","New York","Florida","France","Regional Pumpkin Festival","1800 W","1947 J",357,1016,7,"Lady Godiva",482.580615900322,"medium"
"324","2359-P",52,1060.03942667693,"WUUWM","Houston","New York","UK","Local Pumpkin Festival","1139 S","1502 I",343,914,13,"Lady Godiva",480.743504161873,"medium"
"325","2387-P",50,1050.606938635,"YCDDS","Paris","Texas","France","National Pumpkin Festival","1527 M","1231 Q",375,1125,-8,"Hooligan",476.465731807256,"medium"
"326","2647-P",27,1048.32916875184,"EYLFT","Nottingham","Texas","UK","National Pumpkin Festival","1567 S","1436 S",357,961,9,"White Pumpkin",475.432729592669,"medium"
"327","2897-P",6,1046.78802883346,"TUNWJ","Nottingham","New York","France","Local Pumpkin Festival","1830 N","1505 R",375,1159,-4,"Lady Godiva",474.73379992447,"medium"
"328","2814-P",24,1059.45167800039,"ENQKL","New York","California","USA","Local Pumpkin Festival","1658 C","1711 G",357,995,4,"White Pumpkin",480.4769514741,"medium"
"329","2004-P",69,1042.59455248993,"WHYOT","Los Angeles","New York","UK","National Pumpkin Festival","1688 H","1349 X",384,1191,-6,"White Pumpkin",472.831996594072,"medium"
"330","2164-P",54,1038.91076646093,"JVBWR","Los Angeles","New York","France","Regional Pumpkin Festival","1154 Y","1676 S",349,966,3,"Hooligan",471.161345333756,"medium"
"331","2324-P",54,1029.10620016884,"BEJBW","Los Angeles","California","France","Regional Pumpkin Festival","1735 H","1078 K",378,1157,-12,"White Pumpkin",466.714830008544,"medium"
"332","2202-P",22,1034.86281495914,"NPGBG","New York","New York","USA","Regional Pumpkin Festival","1304 C","1756 F",359,979,8,"Porcelain Doll",469.325539664008,"medium"
"333","2500-P",62,1008.24761954509,"XCVXJ","Houston","Florida","UK","Local Pumpkin Festival","1003 G","1522 E",348,957,6,"Lady Godiva",457.255156256275,"medium"
"334","2900-P",54,997.51479679253,"GRHYH","Houston","California","USA","Local Pumpkin Festival","1612 N","1195 E",359,974,-3,"Hooligan",452.387662944458,"medium"
"335","2246-P",87,981.103891275823,"XUKKJ","New York","New York","UK","National Pumpkin Festival","1538 Y","1341 O",366,1084,-5,"Porcelain Doll",444.945075408537,"medium"
"336","2341-P",58,981.178594992124,"PQWWB","New York","California","UK","Regional Pumpkin Festival","1809 E","1629 H",356,960,0,"Hooligan",444.978954644954,"medium"
"337","2856-P",59,985.97147420235,"BBOPX","Houston","Florida","France","Local Pumpkin Festival","1324 R","1066 G",364,1033,-8,"Porcelain Doll",447.152596010136,"medium"
"338","2224-P",23,981.697230476886,"HIJFQ","Nottingham","Texas","UK","Regional Pumpkin Festival","1558 S","1641 X",-1,-4,-5,"Hooligan",445.214163481581,"medium"
"339","2059-P",51,982.487314270809,"NFWEE","New York","Texas","UK","Local Pumpkin Festival","1349 J","1414 M",350,984,4,"Hooligan",445.572478127351,"medium"
"340","2244-P",26,970.743822987191,"RHVKM","Houston","Florida","USA","Local Pumpkin Festival","1870 O","1207 M",349,929,4,"Porcelain Doll",440.246631740223,"medium"
"341","2440-P",71,963.009340882115,"SCJST","Los Angeles","Texas","USA","National Pumpkin Festival","1426 V","1451 A",354,976,-6,"White Pumpkin",436.738930105268,"medium"
"342","2472-P",44,966.535366483219,"NPXGG","Los Angeles","Texas","USA","National Pumpkin Festival","1709 I","1452 C",346,926,4,"White Pumpkin",438.338034686267,"medium"
"343","2225-P",4,951.983204185031,"EICMS","Paris","Florida","France","Regional Pumpkin Festival","1863 G","1683 X",343,863,12,"Hooligan",431.738414596386,"medium"
"344","2511-P",71,945.797476754524,"EQXCV","Nottingham","Florida","UK","National Pumpkin Festival","1786 L","1441 F",350,953,5,"White Pumpkin",428.933096033798,"medium"
"345","2127-P",100,947.46986226365,"XJDIK","Los Angeles","California","USA","Local Pumpkin Festival","1047 C","1578 D",-3,-3,4,"White Pumpkin",429.691547511859,"medium"
"346","2935-P",24,930.616083878092,"XYAMF","Chicago","Texas","France","Local Pumpkin Festival","1575 W","1085 V",340,908,1,"Hooligan",422.04811060231,"medium"
"347","2306-P",74,922.466790684499,"UDRJP","Chicago","Texas","UK","Local Pumpkin Festival","1407 U","1681 E",353,947,-6,"Porcelain Doll",418.352286024716,"medium"
"348","2227-P",66,915.799953407049,"HKIMY","Los Angeles","Texas","France","National Pumpkin Festival","1597 K","1181 O",343,914,2,"White Pumpkin",415.328777055351,"medium"
"349","2684-P",60,913.308884392492,"LNCTG","Chicago","Florida","USA","Regional Pumpkin Festival","1196 O","1546 E",344,897,6,"White Pumpkin",414.199040540813,"medium"
"350","2937-P",64,915.782486087643,"ZXIOT","Los Angeles","New York","France","National Pumpkin Festival","1020 Z","1104 U",344,921,-6,"White Pumpkin",415.320855368545,"medium"
"351","2321-P",64,900.257069509476,"XXXGM","Chicago","New York","France","Regional Pumpkin Festival","1932 S","1228 P",345,908,-5,"Lady Godiva",408.279850117676,"medium"
"352","2546-P",2,914.875529534183,"SVAWJ","Houston","Florida","USA","Regional Pumpkin Festival","1097 A","1560 N",350,921,-4,"White Pumpkin",414.909537203711,"medium"
"353","2510-P",9,898.806726775132,"BTRWT","New York","California","France","National Pumpkin Festival","1600 Q","1727 G",335,845,6,"Lady Godiva",407.622098310717,"medium"
"354","2900-P",58,887.277283309586,"CVSJB","Houston","New York","France","Regional Pumpkin Festival","1884 S","1238 Y",344,861,5,"Hooligan",402.393325763985,"medium"
"355","2201-P",6,886.133053760044,"ASMDY","New York","Florida","UK","Regional Pumpkin Festival","1334 X","1509 O",341,860,1,"Lady Godiva",401.874400798206,"medium"
"356","2362-P",55,872.134872883558,"RLDLI","Chicago","New York","USA","Local Pumpkin Festival","1695 M","1294 Q",338,842,1,"Lady Godiva",395.526019448326,"medium"
"357","2823-P",88,865.742031686939,"FDVXY","Paris","New York","USA","National Pumpkin Festival","1482 F","1954 C",339,822,7,"Porcelain Doll",392.626771740108,"medium"
"358","2385-P",58,849.799469918013,"XQQXP","Chicago","California","USA","National Pumpkin Festival","1583 H","1156 T",331,809,9,"Lady Godiva",385.396584996831,"medium"
"359","2308-P",61,854.217823687941,"MBNBZ","Chicago","New York","UK","Local Pumpkin Festival","1769 Z","1634 Z",338,885,-2,"Hooligan",387.400373554622,"medium"
"360","2985-P",14,826.917250182293,"JPWWK","Houston","Florida","France","Regional Pumpkin Festival","1982 S","1299 X",320,763,14,"White Pumpkin",375.019161080405,"medium"
"361","2573-P",82,820.692126174457,"ZIANL","Chicago","New York","France","Regional Pumpkin Festival","1762 T","1930 Y",351,938,-12,"Lady Godiva",372.195975589323,"medium"
"362","2171-P",55,825.623757225461,"ASFSZ","Los Angeles","New York","UK","Regional Pumpkin Festival","1676 R","1043 U",332,818,4,"White Pumpkin",374.432542959393,"medium"
"363","2036-P",48,814.405906097032,"EBOMZ","Paris","New York","France","National Pumpkin Festival","1588 J","1570 T",327,751,11,"Lady Godiva",369.345082130173,"medium"
"364","2055-P",74,813.945177401975,"MEGOA","Chicago","Florida","France","Regional Pumpkin Festival","1122 I","1561 O",346,920,-10,"White Pumpkin",369.136134876179,"medium"
"365","2088-P",70,811.909958657809,"LQEZI","Paris","California","UK","National Pumpkin Festival","1627 H","1243 L",333,803,7,"White Pumpkin",368.213133178144,"medium"
"366","2744-P",89,819.67335932143,"SCTAB","Los Angeles","California","France","Regional Pumpkin Festival","1584 T","1630 F",325,795,-1,"Hooligan",371.733949805637,"medium"
"367","2669-P",60,812.586147121154,"BIQWV","New York","California","USA","Local Pumpkin Festival","1425 J","1348 Z",518,2331,-65,"Hooligan",368.519794612768,"medium"
"368","2652-P",20,791.810504903086,"JSFEJ","Houston","Florida","USA","National Pumpkin Festival","1473 O","1647 C",330,782,1,"Porcelain Doll",359.097734649925,"medium"
"369","2310-P",3,792.535420770571,"JYWSX","Houston","Texas","France","Regional Pumpkin Festival","1234 P","1259 W",330,791,-4,"Porcelain Doll",359.426494680531,"medium"
"370","2370-P",42,789.5937326001,"QMDFE","Nottingham","Texas","USA","National Pumpkin Festival","1089 C","1514 X",2,-3,-4,"White Pumpkin",358.092395737007,"medium"
"371","2922-P",49,778.616324586794,"DCYGQ","Chicago","California","France","National Pumpkin Festival","1231 U","1458 P",318,743,5,"Lady Godiva",353.113979404442,"medium"
"372","2716-P",87,760.519786891527,"OPKQM","Houston","Texas","USA","National Pumpkin Festival","1515 C","1491 A",323,749,-1,"Lady Godiva",344.906932830625,"medium"
"373","2516-P",58,761.32884371765,"DPIBR","Nottingham","New York","France","Regional Pumpkin Festival","1967 Z","1884 Y",313,677,11,"White Pumpkin",345.273852026145,"medium"
"374","2940-P",15,763.777915160172,"QWJTC","Los Angeles","Florida","UK","National Pumpkin Festival","1137 E","1195 H",324,785,-4,"Lady Godiva",346.384542022754,"medium"
"375","2254-P",4,752.09467468597,"ZBLIA","Paris","California","USA","Regional Pumpkin Festival","1997 G","1383 A",313,705,12,"Hooligan",341.086020265746,"medium"
"376","2784-P",80,751.077248292044,"TOUBF","Houston","New York","UK","Local Pumpkin Festival","1157 E","1975 J",319,737,0,"Hooligan",340.62460240002,"medium"
"377","2142-P",33,760.518779639155,"KSTOL","Los Angeles","New York","USA","National Pumpkin Festival","1231 R","1771 G",317,749,7,"Hooligan",344.906476026827,"medium"
"378","2775-P",43,750.505464113317,"SRXXN","Paris","California","France","National Pumpkin Festival","1472 J","1884 F",313,715,1,"Hooligan",340.365289847309,"medium"
"379","2657-P",48,743.412988883443,"EVLVJ","Paris","Texas","UK","Regional Pumpkin Festival","1672 V","1045 G",-5,-4,-4,"Hooligan",337.148747792945,"medium"
"380","2675-P",100,727.755262359045,"AYTKS","Paris","New York","France","Local Pumpkin Festival","1388 M","1718 X",1,0,-1,"Porcelain Doll",330.047738031313,"medium"
"381","2737-P",14,738.216178936511,"SBIOG","Chicago","California","France","Local Pumpkin Festival","1083 U","1983 S",317,742,-5,"Hooligan",334.791917885039,"medium"
"382","2227-P",6,730.268277832679,"QEUND","New York","California","France","Regional Pumpkin Festival","1768 I","1714 I",314,717,4,"White Pumpkin",331.187427588517,"medium"
"383","2366-P",87,727.169558085501,"TFTVX","Houston","California","France","Regional Pumpkin Festival","1282 R","1000 Y",324,725,-2,"Hooligan",329.782112510431,"medium"
"384","2083-P",52,723.759574959986,"HHJHI","Houston","New York","France","Local Pumpkin Festival","1604 M","1661 V",313,694,1,"Hooligan",328.235634902488,"medium"
"385","2759-P",34,717.269001717679,"ZPYMP","Houston","New York","USA","Local Pumpkin Festival","1192 P","1834 V",319,693,1,"Hooligan",325.292064271056,"medium"
"386","2418-P",90,719.012796972878,"OBFRQ","Paris","Texas","UK","Local Pumpkin Festival","1003 N","1401 A",329,795,-5,"Porcelain Doll",326.082901121487,"medium"
"387","2630-P",73,718.566433161497,"SFEQM","Paris","New York","France","Regional Pumpkin Festival","1426 I","1286 C",318,745,-3,"Hooligan",325.880468553967,"medium"
"388","2610-P",33,703.151739445515,"XLNVQ","New York","California","UK","Regional Pumpkin Festival","1222 S","1641 Z",322,736,-6,"Porcelain Doll",318.889677753068,"medium"
"389","2215-P",38,704.650116909295,"EQCYP","Los Angeles","Florida","USA","Regional Pumpkin Festival","1358 D","1828 N",0,3,-4,"Lady Godiva",319.569214017821,"medium"
"390","2577-P",37,681.67982108146,"CTTSU","Paris","New York","UK","Local Pumpkin Festival","1684 R","1997 H",313,647,9,"White Pumpkin",309.151846295446,"medium"
"391","2421-P",60,672.107618371025,"NZDIM","Houston","New York","USA","Local Pumpkin Festival","1281 Q","1230 T",322,714,-4,"Porcelain Doll",304.810711279376,"medium"
"392","2518-P",76,682.076706303284,"YOJJA","Chicago","New York","UK","Local Pumpkin Festival","1123 V","1169 W",320,706,-10,"White Pumpkin",309.331839593326,"medium"
"393","2098-P",30,682.796032820828,"UIFSM","Chicago","California","USA","Local Pumpkin Festival","1679 B","1708 B",313,723,-1,"White Pumpkin",309.658064771351,"medium"
"394","2744-P",35,665.239481213503,"PJWMB","Nottingham","Florida","France","Regional Pumpkin Festival","1153 S","1694 U",311,664,-5,"Lady Godiva",301.695909847393,"medium"
"395","2798-P",36,670.080423661694,"NUOCV","Nottingham","Florida","France","Local Pumpkin Festival","1122 R","1032 A",318,754,-8,"Hooligan",303.891348599408,"medium"
"396","2920-P",17,658.619002641737,"WBYOY","Los Angeles","New York","UK","Local Pumpkin Festival","1867 S","1778 R",316,743,-14,"Hooligan",298.693425234348,"medium"
"397","2677-P",9,667.008803918026,"PTSXY","Los Angeles","Texas","France","Local Pumpkin Festival","1271 N","1356 P",313,691,-2,"Hooligan",302.498323772348,"medium"
"398","2068-P",15,649.572320196778,"XQUBV","Los Angeles","Florida","USA","National Pumpkin Festival","1281 A","1331 E",317,737,-15,"Porcelain Doll",294.590621404434,"medium"
"399","2832-P",93,651.739234699681,"QSJOD","Paris","Texas","UK","Regional Pumpkin Festival","1632 J","1085 H",320,748,-8,"Lady Godiva",295.57334907015,"medium"
"400","2365-P",53,651.774476831779,"PGKUY","Houston","Texas","France","Regional Pumpkin Festival","1232 B","1321 J",311,664,-6,"Lady Godiva",295.589331896498,"medium"
"401","2074-P",79,651.89811299108,"DBODB","New York","California","UK","Regional Pumpkin Festival","1596 R","1767 J",308,631,-2,"White Pumpkin",295.645402717043,"medium"
"402","2063-P",43,649.179050210863,"ROZHM","Los Angeles","California","UK","Regional Pumpkin Festival","1489 O","1809 F",0,-4,-2,"Lady Godiva",294.412267669326,"medium"
"403","2350-P",36,638.621896715835,"JVAYR","Houston","Texas","France","National Pumpkin Festival","1941 W","1901 R",307,669,-3,"Hooligan",289.624442955027,"medium"
"404","2982-P",42,640.462946929038,"EBMRT","Nottingham","Texas","USA","National Pumpkin Festival","1228 F","1241 R",314,671,-1,"Porcelain Doll",290.459386362375,"medium"
"405","2109-P",29,636.516089500114,"CCPZK","New York","California","UK","Regional Pumpkin Festival","1822 W","1710 S",321,723,-9,"White Pumpkin",288.669428344723,"medium"
"406","2056-P",85,612.074517473578,"SHJXV","New York","Texas","France","National Pumpkin Festival","1058 O","1049 B",313,691,-13,"Porcelain Doll",277.584815180761,"medium"
"407","2756-P",78,613.42918731086,"TAZMR","Houston","California","France","National Pumpkin Festival","1932 V","1024 P",294,580,3,"Hooligan",278.199177918757,"medium"
"408","2159-P",82,604.533636725508,"YLHQR","Paris","California","France","Regional Pumpkin Festival","1545 B","1044 I",306,655,-8,"White Pumpkin",274.164914614743,"medium"
"409","2359-P",87,605.868658017367,"YFWLD","Houston","Texas","USA","Regional Pumpkin Festival","1850 T","1642 O",315,707,-14,"Hooligan",274.770366447786,"medium"
"410","2139-P",41,578.536516385153,"WFMZW","Los Angeles","New York","USA","Regional Pumpkin Festival","1489 Y","1590 F",279,513,17,"Hooligan",262.374837362881,"medium"
"411","2012-P",11,585.833515876904,"JMIGF","Nottingham","Texas","UK","National Pumpkin Festival","1659 I","1045 E",292,567,-1,"Hooligan",265.684134184537,"medium"
"412","2300-P",9,596.576244386844,"CPHSQ","Los Angeles","New York","France","Regional Pumpkin Festival","1891 R","1814 U",284,508,12,"Hooligan",270.556119903331,"medium"
"413","2263-P",78,577.008037161082,"MGAXW","Houston","New York","UK","Regional Pumpkin Festival","1141 D","1665 E",279,462,21,"Porcelain Doll",261.68164950616,"medium"
"414","2839-P",13,581.197754234076,"UKKPR","Houston","Texas","USA","National Pumpkin Festival","1023 X","1007 H",300,577,1,"Hooligan",263.581747951962,"medium"
"415","2039-P",59,571.136732745916,"SZQYY","Houston","California","France","Regional Pumpkin Festival","1047 P","1343 G",298,585,-4,"Hooligan",259.018926415381,"medium"
"416","2851-P",26,578.588882132992,"FWZBO","Houston","Texas","UK","National Pumpkin Festival","1234 F","1924 D",0,-2,4,"Hooligan",262.398586001357,"medium"
"417","2094-P",78,572.378697690554,"NVHZD","Houston","California","France","Regional Pumpkin Festival","1471 A","1360 S",-1,-5,-1,"Porcelain Doll",259.58217582338,"medium"
"418","2291-P",49,565.587867435068,"NMEAA","Chicago","Florida","USA","Regional Pumpkin Festival","1896 X","1250 T",293,564,-3,"Porcelain Doll",256.502434210915,"medium"
"419","2506-P",17,578.015109699219,"BKGIF","Nottingham","Florida","USA","Local Pumpkin Festival","1764 R","1614 Z",3,3,-3,"Hooligan",262.138371745678,"medium"
"420","2717-P",77,557.755192968994,"JVDFW","Los Angeles","New York","France","Regional Pumpkin Festival","1789 B","1396 E",295,566,1,"White Pumpkin",252.950200892968,"medium"
"421","2744-P",83,552.253411879763,"JLVKJ","Nottingham","Florida","UK","Regional Pumpkin Festival","1022 S","1965 Y",284,524,3,"White Pumpkin",250.45506207699,"medium"
"422","2428-P",96,541.266608771868,"RKKOK","Houston","California","USA","National Pumpkin Festival","1594 R","1017 M",1,-2,5,"Lady Godiva",245.472384930552,"medium"
"423","2267-P",36,517.206418891437,"HZRRU","Houston","Texas","USA","Regional Pumpkin Festival","1748 C","1912 S",294,570,-9,"Hooligan",234.560734191128,"medium"
"424","2467-P",59,519.207907762565,"GQJWW","Nottingham","Texas","UK","Regional Pumpkin Festival","1821 S","1098 G",291,538,2,"Hooligan",235.468438894587,"medium"
"425","2741-P",11,503.651932956651,"ATSKU","New York","Florida","USA","Local Pumpkin Festival","1418 P","1097 H",285,501,-4,"White Pumpkin",228.41357503703,"medium"
"426","2339-P",100,509.182485417463,"XWDCA","Houston","California","USA","National Pumpkin Festival","1106 X","1320 U",275,489,0,"Hooligan",230.921762094087,"medium"
"427","2803-P",20,497.745290730149,"DJVUN","Paris","California","France","Local Pumpkin Festival","1940 L","1288 C",275,458,4,"Porcelain Doll",225.734825727959,"medium"
"428","2851-P",35,496.790993827395,"KMZBR","Nottingham","California","UK","National Pumpkin Festival","1989 T","1088 L",275,490,3,"Hooligan",225.302038016959,"medium"
"429","2188-P",17,491.918489367701,"UTFAM","Nottingham","Texas","France","Regional Pumpkin Festival","1456 M","1641 M",261,424,21,"Hooligan",223.092285427529,"medium"
"430","2747-P",80,496.572446001694,"EGTXR","Paris","New York","France","Regional Pumpkin Festival","1768 N","1409 G",-1,3,5,"Hooligan",225.202923356777,"medium"
"431","2502-P",47,472.846457880549,"OZMUJ","Los Angeles","Florida","UK","Local Pumpkin Festival","1514 S","1586 U",287,546,-13,"Porcelain Doll",214.442838041065,"medium"
"432","2107-P",98,466.607995467447,"QGNVE","Nottingham","New York","USA","Local Pumpkin Festival","1039 Z","1091 E",267,451,6,"White Pumpkin",211.613603386597,"medium"
"433","2794-P",3,446.876395385712,"MEVRQ","Chicago","California","UK","National Pumpkin Festival","1154 S","1079 P",283,486,-4,"Lady Godiva",202.665031920958,"medium"
"434","2786-P",87,457.086650400423,"RPXHM","Nottingham","California","USA","Regional Pumpkin Festival","1800 R","1119 G",277,452,-2,"Lady Godiva",207.295533061416,"medium"
"435","2429-P",63,449.620628237911,"MVSKJ","Chicago","New York","France","National Pumpkin Festival","1925 D","1888 I",284,493,-4,"White Pumpkin",203.909581967306,"medium"
"436","2875-P",24,440.056214794517,"DRYAB","Los Angeles","California","USA","National Pumpkin Festival","1717 W","1298 Q",277,465,-1,"Hooligan",199.571979498647,"medium"
"437","2958-P",61,438.052784686908,"RSPNK","Los Angeles","Florida","France","Local Pumpkin Festival","1234 N","1191 Q",263,429,1,"Lady Godiva",198.663394415831,"medium"
"438","2198-P",77,424.064619123749,"CNOWI","Chicago","New York","UK","National Pumpkin Festival","1125 C","1405 F",273,442,-4,"Porcelain Doll",192.319555158163,"medium"
"439","2563-P",41,428.819428248331,"NNTAU","Houston","Texas","USA","Regional Pumpkin Festival","1124 P","1961 O",2,1,2,"Porcelain Doll",194.475931178381,"medium"
"440","2409-P",32,420.590509632602,"OPIWE","Nottingham","California","USA","Local Pumpkin Festival","1597 B","1149 S",269,429,-3,"White Pumpkin",190.743995298232,"medium"
"441","2108-P",75,428.797540395521,"JANQZ","Los Angeles","Texas","UK","National Pumpkin Festival","1317 A","1788 A",275,452,-6,"White Pumpkin",194.466004714522,"medium"
"442","2750-P",1,411.52145161666,"LLZKE","Chicago","California","UK","Regional Pumpkin Festival","1099 H","1548 U",-5,1,-2,"Porcelain Doll",186.631043817079,"medium"
"443","2422-P",60,414.668375342153,"PMNGV","Nottingham","Texas","France","Local Pumpkin Festival","1175 Z","1949 E",4,4,5,"Porcelain Doll",188.05822010982,"medium"
